,author,cid,text,time,search_query,video_id,word_count,char_lengh,n_avg_word,n_numerics,upper_case,time_tag,urls_tag,hash_tag,emoji_tag,polarity,subjectivity,sentiment
2621,Print Boxx,UgxZ1AG-L-BHtfE6f1R4AaABAg,We at www.theprintboxx.com listen to your messages every morning. And want to say Thank You it gives us motivation and inspiration on a daily.﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,24,143,5,0,0,,,,,0,0,neutral
2622,Fifi and Family,UgxMsJy1P9lPoVG5nHl4AaABAg,"Couldn’t listen to this in front of my 3 year old boy, too much swearing put me off.﻿",11 months ago,howtoimproveyourself,vXHLTV0wx8M,18,85,3.777777778,1,0,,,,,0.15,0.2,positive
2623,Anonymous Fishing,UgxoyZGZMRbljd2Cowx4AaABAg,how many of you have watch this? pretty inspiring https://www.youtube.com/watch?v=yuZm6twVUMc﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,10,94,8.5,0,0,,https://www.youtube.com/watch?v=yuZm6twVUMc﻿,,,0.4166666667,0.8333333333,positive
2624,Sarah Lee Doesitbest,UgwvkabqJTLCuIcwowl4AaABAg,I needed to hear this.﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,5,23,3.8,0,1,,,,,0,0,neutral
2625,LittleGamer Ricky,Ugw3yfA8N1eBRwfXWCl4AaABAg,Thank you and have a rich and loving life﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,9,42,3.777777778,0,0,,,,,0.4875,0.85,positive
2626,THE MOVEMENT,UgzK-qxEJ6mJ7S9ggu54AaABAg,did you find yourself yet? did your life improve yet? Wake Up these assholes dont give a shit about you. they sound stupid and we look stupid listening to these idiots and when the time comes your gonna see it but it will be to late. SAD﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,47,238,4.085106383,0,1,,,,,-0.4166666667,0.7666666667,negative
2627,debayous,UgyX28Rzz05F8mnCF814AaABAg,Hmm how much of all that will I remember﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,9,41,3.666666667,0,1,,,,,0.2,0.2,positive
2628,Ploypailin Phucharoen,UgxawckVhL0AGTi4cVt4AaABAg,Thank you so much ❤️✨﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,5,22,3.6,0,0,,,,❤✨,0.2,0.2,positive
2629,Jennys Soapbox,Ugy_5zEveLM_RFhOxlV4AaABAg,First guy sounded like a complete loser by swearing. He lost all my possible respect.﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,15,86,4.8,0,0,,,,,0.1166666667,0.5777777778,positive
2630,geoff ride,Ugz3tmFPt52zRajXLgh4AaABAg,This is what makes us human to believe in our selfs you make the future better for your self ain’t know one going to live your dreams for you go get it it ain’t going to come to you chase that dream.﻿,11 months ago (edited),howtoimproveyourself,vXHLTV0wx8M,42,200,3.785714286,0,0,,,,,0.1590909091,0.30625,positive
2631,Minjinsor Ganbaatar,Ugx6Cg2GG4n70zcD9sl4AaABAg,before this video i think myself useless. but now i don't think so﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,13,67,4.230769231,0,0,,,,,-0.5,0.2,negative
2632,Jane Maison,UgwEIB9BW6S8zWJBl_h4AaABAg,Astounding ❤️❤️❤️❤️❤️❤️🙏🏾🙏🏾🙏🏾🙏🏾❤️❤️❤️💕﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,2,39,19,0,0,,,,❤❤❤❤❤❤🙏🙏🙏🙏❤❤❤💕,0.6,1,positive
2633,P.B.,UgwPW7zM-0yGfAY4E-t4AaABAg,Everyone wants it and only 1% will succeed. But how many people will dedicate their everything to it? That's also about 1%...﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,22,126,4.772727273,0,0,,,,,0.2333333333,0.5333333333,positive
2634,steven chen,UgwNv-2-O7zMrg7SGY14AaABAg,"This is the lowest point in my life, I am inspired now to become what I want to become and who I will become. Thank you﻿",11 months ago,howtoimproveyourself,vXHLTV0wx8M,26,120,3.653846154,0,3,,,,,0,0,neutral
2635,Sarah Hasan,Ugz252SqQMCyZjzO_aV4AaABAg,You can't get out of life alive !!﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,8,35,3.5,0,0,,,,,0.15625,0.4,positive
2636,Marcus Rodriguez,UgzAchdXxVRsJ3G8H-F4AaABAg,Gary V in the house!! WOo!﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,6,27,3.666666667,0,1,,,,,0,0,neutral
2637,Peter Nartey,UgxsrV5TTpwa6XbDYJR4AaABAg,"I really like this video, this video has really motivate me a lot,thank you.﻿",11 months ago,howtoimproveyourself,vXHLTV0wx8M,14,77,4.571428571,0,1,,,,,0.2,0.2,positive
2638,Cody Barnes,UgwmIJBoNAVGhdyri2R4AaABAg,maybe don't have the music so loud? but great vid﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,10,50,4.1,0,0,,,,,0.45,0.775,positive
2639,Government.Non-Terrestrial.Tech&Research.Facility,UgyW7nqN8oD56daSjWt4AaABAg,imm still depressed﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,3,20,6,0,0,,,,,0,0,neutral
2640,Cedrick Goldman,UgyXyKQ2Kj80zvgzo4N4AaABAg,this made me cry sooooooooooooooooooooooo hard maaaaaaan 0MGGGGGGGGGGGGGGGg﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,8,76,8.625,0,0,,,,,-0.2916666667,0.5416666667,negative
2641,tracy gilson,UgwJtdYH8KlZRAPlJ2R4AaABAg,Listened for 3 secs. Too aggressive for me ....voice and swearing. It’s chaos that’s hard to hear through. Glad it’s working for some.﻿,11 months ago (edited),howtoimproveyourself,vXHLTV0wx8M,23,135,4.913043478,1,0,,,,,0.1041666667,0.7708333333,positive
2642,2xi NATION,Ugxpsb0_S1g7mCRoW314AaABAg,I strongly dislike the fact that speakers steal other speakers speeches and say it's there own﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,16,95,5,0,1,,,,,0.1541666667,0.5541666667,positive
2643,Gabriel DiFelice,Ugy4h_FVYyuzeJ9MmAh4AaABAg,I wish YouTube would stop raping everyone with commercials every damn min or so﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,14,80,4.785714286,0,1,,,,,0,0,neutral
2644,Kyle Isome,Ugx04FtHoSbQ7QpMCW14AaABAg,Who was the first guy that spoke?﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,7,34,4,0,0,,,,,0.25,0.3333333333,positive
2645,Kyle Isome,Ugx04FtHoSbQ7QpMCW14AaABAg.8g-EIfHdCLJ8g-EOCpiSbQ,Nvm I’m stupid lol 😂﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,5,21,3.4,0,0,,,,😂,5.55E-17,0.85,positive
2646,Tina Roberts,UgxUySTY2j0-aFQtvkV4AaABAg,Could do without the foul language.﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,6,36,5.166666667,0,0,,,,,0,0,neutral
2647,Indy Jones,Ugww577a_RS4l42Pqrh4AaABAg,"Read the book 'The Beggar' by Soul LaVee, This book saved my life and i feel compelled to recommend it.﻿",11 months ago,howtoimproveyourself,vXHLTV0wx8M,20,104,4.25,0,0,,,,,0,0,neutral
2648,JK !Nfin!tY,Ugx5P9-b6Pd8k4LtMb14AaABAg,Who's speaking? I need to know please.﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,7,39,4.714285714,0,1,,,,,0,0,neutral
2649,Vijay Singh,Ugx3Tyn9KrUd8voedIZ4AaABAg,Best thing I listened﻿,11 months ago (edited),howtoimproveyourself,vXHLTV0wx8M,4,22,4.75,0,1,,,,,1,0.3,positive
2650,Jonathan Chiu,UgxCBga4XeAtp5BbGFh4AaABAg,"""Life is the process and not the result, a constant work in progress, and we wouldn't have it any other way.""﻿",11 months ago,howtoimproveyourself,vXHLTV0wx8M,21,110,4.285714286,0,0,,,,,-0.0625,0.3541666667,negative
2651,Zac Jett,UgyzGs8jQxHlpkIqmWl4AaABAg,I wish I had seen this beforeI had to fight a war on my own I lost myself until I saw hope in someone she helped me be me Now she’s the one who needs helpShe’s losing herself and it breaks the heart she made for a long time I thought I had to solve her preoblems but guess what all you have to do is sit down and listen to them﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,72,328,3.569444444,0,6,,,,,0.1314814815,0.562962963,positive
2652,Stork Pvp,UgwwyPCsctYT1uOjFCF4AaABAg,"Just found this video... really amazing and I definitely needed to hear this. I’ve been concentrating on my failures and short comings for years and I’m only 21 years old. I focus on the hardships and I let them destroy me. I’ve decided to watch this video or videos like this at least once a day. Thank you so much for this video and I hope everyone watching this finds it in themselves to get up and own the fucking day, to absolutely destroy their goals and then set new ones that are 10x harder. WE CAN DO THIS!🗣﻿",11 months ago,howtoimproveyourself,vXHLTV0wx8M,99,517,4.232323232,1,8,,,,🗣,0.01818181818,0.4426573427,positive
2653,Stork Pvp,UgwwyPCsctYT1uOjFCF4AaABAg.8fw-3pZ72bC8fw-BCFQe6s,"I literally cried during this video because of how it made me feel, it was like something lifted off my chest and it stirred the ambition inside me. Thank you a thousand times for this﻿",11 months ago,howtoimproveyourself,vXHLTV0wx8M,35,185,4.314285714,0,1,,,,,0,0,neutral
2654,Ally,UgwQgbIG6XPZNrI5-4R4AaABAg,I just watched this and I could feel his words stir my broken soul and then when the video ended it was 11:11. Thank you for this video❤﻿,11 months ago,howtoimproveyourself,vXHLTV0wx8M,28,137,3.928571429,0,2,11:11,,,❤,-0.4,0.4,negative
2655,Bre Uniq,UgxoVEtsnREyk2hmKmB4AaABAg,"This was Amazing!!! The 3k that disliked this video are so unhappy with themselves. I wish nothing but greatness for everyone! Start loving yourself, find your passion, and prepare for a promising future!﻿",11 months ago,howtoimproveyourself,vXHLTV0wx8M,33,205,5.242424242,0,1,,,,,0.17,0.77,positive
2656,Georgia N,UgyMwomxOX33w4JDV6V4AaABAg,This changed my life thank you so much﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,8,39,4,0,0,,,,,0,0,neutral
2657,Badges of Shame,UgymVMRhraYopGTrDaZ4AaABAg,I know I'm going to be coming back to this one...﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,11,50,3.636363636,0,1,,,,,0,0,neutral
2658,Being Kiarra,Ugy0k-lO5Ek6_qOYF6d4AaABAg,I needed this today﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,4,20,4.25,0,1,,,,,0,0,neutral
2659,Ischavela Gonzalez,UgxFcDT9vjMGq2XNrUp4AaABAg,Indeed thank you so much time to get busy.and stop worrying.﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,11,61,4.636363636,0,0,,,,,0.2,0.2,positive
2660,Paris Knowlas,UgyeUpekK9avRZAumep4AaABAg,Yes that's so right....one life.....﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,5,37,6.6,0,0,,,,,0,0,neutral
2661,Free pan code 2019 772 891 277,Ugw91kTQP2Oi9LgtG7F4AaABAg,"It's says 2018, but this video was made in 2017, xD maybe a glitch or somethin﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,16,79,4,0,0,,,,,0,0,neutral
2662,Richard Moran,UgyCZmli6OLKZwRTccJ4AaABAg,Live Love Laugh Believe https://tinyurl.com/yd8a96to﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,5,53,9.8,0,0,,https://tinyurl.com/yd8a96to﻿,,,0.3121212121,0.4,positive
2663,tamara speaks frank,UgzPgKvi9eJwjPi_V-54AaABAg,"Pls watch this video, much love https://www.youtube.com/watch?v=JMEY9cWKQ4o&t=5s﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,7,81,10.71428571,0,0,,https://www.youtube.com/watch?v=JMEY9cWKQ4o&t=5s﻿,,,0.5,0.6,positive
2664,Laura Mallory,UgxGD9_NOSM4JjRuK5Z4AaABAg,"I listen to all the motivational speakers over and over because I want to improve my life. However, I would ask them all some questions nobody wants to look at, nobody wants to talk about. Here is the first: how many of those people was born into immediate sexual abuse? How many had multiple abusers before age 18? How many were close to death because a bigger person tried to kill them? How many were forced to commit sexual acts at gun point? How many almost died several times from a disease that disabled you in the middle of a rapidly growing career? How many were diagnosed with a debilitating dissociative disorder due to the childhood sexual trauma? On and on.....﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,121,674,4.578512397,0,3,,,,,0.2381578947,0.3899122807,positive
2665,Alex Murphy,UgzaT2iykCn0FfDqy8Z4AaABAg,Incredible. What an inspiration Les is﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,6,39,5.666666667,0,0,,,,,0.9,0.9,positive
2666,Marius Myburg,UgwofcshR6aAVQzY1IB4AaABAg,"It is so very disappointing to start a video and then it starts with 'fuck this and fuck that and people should fucking bla bla bla'. Low-class scum. People come here for inspiration, how can anyone be inspired by a man that has such a low degree of respect for himself and for his listeners that his every second word is a curse word? It is sickening.﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,67,353,4.28358209,0,0,,,,,-0.31,0.51375,negative
2667,Millie Gallo,UgwQ9_ERTzuczVnXpCp4AaABAg,les brown.... you are truly inspiring!﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,6,39,5.666666667,0,0,,,,,0,0,neutral
2668,Spencer Barlow,UgylB6NTE3TEokB6tlx4AaABAg,Can you put these on itune podcast so we can download them and listen offline?﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,15,79,4.333333333,0,0,,,,,0,0,neutral
2669,Jose Sanchez,UgxhQ2gNNX6hr4Zn2Kl4AaABAg,There is no magic wand to give anyone the perfect life. It doesn’t exist.﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,14,74,4.357142857,0,0,,,,,0.375,1,positive
2670,Solomon Turner,UgxkFBU25NT2F0ZZsJ14AaABAg,Motivation doesn’t require profanity. Profanity brings you down.﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,8,65,7.25,0,0,,,,,0,0,neutral
2671,BLissn Life Coaching,Ugy6foPLg8PtxQBZbNB4AaABAg,"“If you can look up, you can get up.” -Les Brown﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,11,49,3.545454545,0,0,,,,,0,0,neutral
2672,sen verulo,Ugy6foPLg8PtxQBZbNB4AaABAg.8fcxWOmGDwW8lN6liSWfoq,Thee Law 𝙤𝙛 𝘼𝙩𝙩𝙧𝙖𝙘𝙩𝙞𝙤𝙣nn 𝙖𝙣𝙙 𝙃𝙤𝙬 𝙩𝙤 𝙈𝙖𝙨𝙩𝙚𝙧 𝙞𝙩 >> >>https://t.co/iwLrU6RZzP?sanamene54﻿,7 months ago,howtoimproveyourself,vXHLTV0wx8M,11,86,6.909090909,0,0,,https://t.co/iwLrU6RZzP?sanamene54﻿,,,0,0,neutral
2673,Rok Podlogar,Ugy6foPLg8PtxQBZbNB4AaABAg.8fcxWOmGDwW8m5OowAwyoN,"so simple, so powerful.﻿",6 months ago,howtoimproveyourself,vXHLTV0wx8M,4,24,5.25,0,0,,,,,0,0.3571428571,neutral
2674,Tee Au,Ugy6foPLg8PtxQBZbNB4AaABAg.8fcxWOmGDwW8nYPSOIA4sx,Does this guy have a book? I need one﻿,5 months ago,howtoimproveyourself,vXHLTV0wx8M,9,38,3.333333333,0,1,,,,,0,0,neutral
2675,Lavergne,Ugy6foPLg8PtxQBZbNB4AaABAg.8fcxWOmGDwW8nYd8myd-pC,"🅃🄷🄴 🄻🄰🅆 🄾🄵 🄰🅃🅃🅁🄰🄲🅃🄸🄾🄽 🄸🅂 🄽🄾🅃 🄰 🄼🄴🅃🄷🄾🄳 🄵🄾🅁 🄶🄴🅃🅃🄸🄽🄶 🅁🄸🄲🄷 🅀🅄🄸🄲🄺🄻🅈, 🅆🄸🅃🄷🄾🅄🅃 🄳🄾🄸🄽🄶 🄰🄽🅈🅃🄷🄸🄽🄶. > https://bit.ly/2qytFUG?wMSGn6dwspca﻿",5 months ago,howtoimproveyourself,vXHLTV0wx8M,17,126,6.470588235,0,15,,https://bit.ly/2qytFUG?wMSGn6dwspca﻿,,,0,0,neutral
2676,UrsulaFuerst,Ugy6foPLg8PtxQBZbNB4AaABAg.8fcxWOmGDwW8nu8WwoD328,Understand the science behind why manifesting actually does work > https://bit.ly/2RIWKbp?vXHLTV0wx8M﻿,5 months ago,howtoimproveyourself,vXHLTV0wx8M,11,102,8.363636364,0,0,,https://bit.ly/2RIWKbp?vXHLTV0wx8M﻿,,,-0.2,0.4,negative
2677,кєηωαу,Ugy6foPLg8PtxQBZbNB4AaABAg.8fcxWOmGDwW8scNi1zG3Lp,"""if it's written by Les brown than it's a lie"" -More brown﻿",1 month ago,howtoimproveyourself,vXHLTV0wx8M,12,59,4,0,0,,,,,0.5,0.5,positive
2678,Melissa Fautsch,Ugy6foPLg8PtxQBZbNB4AaABAg.8fcxWOmGDwW8uB_ImpKEKM,Love love love me some les brown🙌﻿,1 week ago,howtoimproveyourself,vXHLTV0wx8M,7,34,4,0,0,,,,🙌,0.5,0.6,positive
2679,CarlaJane,UgzRAwms4W_38LSQslx4AaABAg,This is the best one I've ever seen. Thank you.﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,10,48,3.9,0,0,,,,,1,0.3,positive
2680,Rachel Lee,Ugw-fYsG3OeUKyj8Gf14AaABAg,Lolzzz 😂 everyone have to start somewhere I guess....﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,9,54,5.111111111,0,1,,,,😂,0,0,neutral
2681,TheDabbler 241,UgzVH7xN9uQVnJ0zOcB4AaABAg,Well hell yes! I am going to get off lazy azz and do something. I don't know what ........but something great........tomorrow.﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,21,127,5.095238095,0,2,,,,,-0.25,1,negative
2682,Jacklin Pio,UgzZ-HeLCaf8l3CW6M14AaABAg,Les Brown 😂😂😂 Thank for sharing your story! I needed to hear this today💚﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,14,73,4.285714286,0,1,,,,😂😂😂💚,0,0,neutral
2683,Jasmine Love,Ugwqr-C9-0XLH4_43w94AaABAg,"I also love the part when you're talking about when your mom was saying you had a good job at Sears I believe, and your response was ""I can't do that, I have to be my own boss!"" I love this, because this is where my mindset is. I know that I Want To Be My Own Boss, but I feel like I am interested in so many things I don't know where to start or which direction to head in. I've had lots of different jobs, and wasn't really happy or satisfied with any of them. I am just trying to find my purpose, and direction. I love helping others, originally I wanted to do Healthcare, but I don't believe that is the field I want to be in anymore. I love working with kids, I feel like I have a passion for that, but I don't to just be doing that either. I'm really lost on what exactly it is I want to do. I know I want to have time and Financial Freedom to spend with my daughter and my family. I want to be able to have my mom not have to work anymore as well. I want to do so much, it's just hard trying to figure out what exactly.!﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,215,1028,3.786046512,0,24,,,,,0.3859649123,0.5877192982,positive
2684,Jasmine Love,UgwjCHw2r74EebJLgj14AaABAg,Took three pages of notes from this! Thank you! :) I deserve the best that life has to offer!﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,19,94,4,0,1,,,,,0.75,0.65,positive
2685,Twenty2 Design,Ugy1_20THRzY_KkhT154AaABAg,Amazing! Absolutely amazing! I love it!﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,6,40,5.833333333,0,1,,,,,0.6666666667,0.8,positive
2686,Planète RAW,UgywWcCAQ4QqkpVgltJ4AaABAg,Baffled by how many people gave a thumbs down!﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,9,47,4.333333333,0,0,,,,,0.5,0.5,positive
2687,Anthony Pittman,UgwhllIwCw_vhulM9E54AaABAg,"Just glad I'm not allowed to legally own a fire arm. The impulse is strong to just ""pop""﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,18,89,4,0,0,,,,,0.5111111111,0.9111111111,positive
2688,Mega Bombers!,UgxV4e8-BqzHlgo-X2x4AaABAg,I came for Morgan freeman!😊﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,5,28,4.8,0,1,,,,😊,0,0,neutral
2689,Debbie Garner,Ugw9bBkq4-fw5elB5GB4AaABAg,Best motivational speech ever😃﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,4,31,7,0,0,,,,😃,1,0.3,positive
2690,Debbie Garner,UgxUeqBjrkl3L3j43yp4AaABAg,Thank you this is amazing and so so true﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,9,41,3.666666667,0,0,,,,,0.6,0.9,positive
2691,BDHARTMAN Hartman,UgxGmnULfDedhJJiB1t4AaABAg,One of the most motivational speeches I have heard!! Thank you Sir! ❤️﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,13,71,4.538461538,0,1,,,,❤,0.9765625,0.5,positive
2692,Guillermo Ramirez,UgwspyXEywyv500vttF4AaABAg,I really hate listing to something so good like this and feeling positive and inspirational and then the commercials interrupt.﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,20,128,5.45,0,1,,,,,0.1568181818,0.7613636364,positive
2693,Kelley,UgwXyLxWB5svmVkg2Hp4AaABAg,"As my Sifu would say, the boys were more difficult, because they all watched and played violent games, thought they knew at the beginning how to throw punches. I recognized immediately, diet of the same and double-Os - the Only difference, was how they believed﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,45,262,4.844444444,0,1,,,,,-0.16,0.725,negative
2694,Kelley,UgwXyLxWB5svmVkg2Hp4AaABAg.8fR8XeBi2zx8fR9Gz2uz3E,🙃dx mentally disabled: age three; nonverbal﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,6,44,6.5,0,0,,,,🙃,-0.2,0.3,negative
2695,Kelley,UgwXyLxWB5svmVkg2Hp4AaABAg.8fR8XeBi2zx8fR9UWD5iSC,"Then, learned that to balance oppression, never knowing you’re the opressed oppressor, feels like devaluation in balancing the scales which were so long weighted against the truly oppressed﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,28,190,5.821428571,0,0,,,,,-0.05,0.4,negative
2696,Kelley,UgwXyLxWB5svmVkg2Hp4AaABAg.8fR8XeBi2zx8fR9b12Xbr7,The number one risk of heart disease is: belief﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,9,48,4.444444444,0,0,,,,,0,0,neutral
2697,Kelley,UgwXyLxWB5svmVkg2Hp4AaABAg.8fR8XeBi2zx8fR9hG-e2Fq,According to the neuroscience research available to me and google scholar 👩‍🏫﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,12,78,5.583333333,0,0,,,,👩🏫,0.4,0.4,positive
2698,Kelley,UgwXyLxWB5svmVkg2Hp4AaABAg.8fR8XeBi2zx8fRBZMM6MnW,"I’ve only had nightmares, but Martin Luther had a good dream, which is plenty for me﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,16,85,4.375,0,0,,,,,0.35,0.8,positive
2699,PHILISIWE MKHULISA,Ugwz5p1DrZ-1oNSribN4AaABAg,"im not going let go of my goals ,i have learnt to stand alone again and i have lost fear to fail﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,22,97,3.454545455,0,0,,,,,0,0,neutral
2700,Helvic,Ugz4Ys11VTsFLd8HIoN4AaABAg,"Haha 10:50 ""its not hurting enough for him to get up"" thats very accurate to these people that i will never be like ty for this speech﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,27,135,4.037037037,0,0,10:50,,,,0.24,0.5411111111,positive
2701,Christine Greig,Ugx92qSHQbyKRPqrc-p4AaABAg,Would loVe to meet you ~♡~ ◇◇◇﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,7,31,3.571428571,0,0,,,,,0.5,0.6,positive
2702,J_ Bourne,Ugyjdi55HCrughPadMN4AaABAg,"I love Les Brown. What an inspiring testimony he has. I could have done without the first guy though, his language really turns me off. I almost turned the video off because of him.﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,34,182,4.382352941,0,3,,,,,0.3625,0.5333333333,positive
2703,AidaLight Truth-B-Told,UgzwzhZ8kk9xhDD-ZYN4AaABAg,Nope couldnt get past .9 seconds really cursing ugh.. ppl can't talk with out it and this is to start me off possitive in the morning?? No!﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,27,140,4.222222222,0,0,,,,,-0.025,0.225,negative
2704,Yola Ah_time,UgzBz6u0qesESBXavlR4AaABAg,you gaiys are funtastic but one question i know out there GOD but u believe in religion﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,17,88,4.235294118,0,1,,,,,0,0,neutral
2705,Srinivasan P.B,Ugy2NrX3qMSOZr5RNtV4AaABAg,Who is this joker to be giving life advice ?﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,10,45,3.6,0,0,,,,,0,0,neutral
2706,Greenless,UgyNx10t9ZK1fMESLMp4AaABAg,Thankyou so much for this. This video has helped me so much and I want you to know how appreciative I am and I will show you by making my life my own:)﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,33,152,3.636363636,0,3,,,,,0.3333333333,0.4333333333,positive
2707,Veronica Giblin,UgwQXGc3IUfB5C-JZSt4AaABAg,This is the best motivational speech I have ever heard! I listen to this constantly. Thank you. I am a single mom with 2 children and a full time student. Ill be graduating next semester with my bachelores and am planning to go on for my masters or doctorate. This has helped me tremendously to get through the hard days. It has changed my mindset every time I hear it.﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,70,370,4.3,1,4,,,,,0.1025297619,0.4924107143,positive
2708,Stan Maden,UgyNfO3c34Xw1RHP_7h4AaABAg,Be honest to your self.﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,5,24,4,0,0,,,,,0.6,0.9,positive
2709,Abati Dayo,UgxAnTOTdr0IKeUxw8t4AaABAg,Am inspired... success awaiting you﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,5,36,6.4,0,0,,,,,0.3,0,positive
2710,Dr Drew Brazier,UgzPxzkf1drQZuokqVt4AaABAg,Truly awesome! continue growing to continue living! thank you!﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,9,63,6.111111111,0,0,,,,,1,1,positive
2711,brian malpasso,UgxJOCczzafcxp_QpfN4AaABAg,"Everything is nothing, and all things are something, but what truly matters, is your ability to help relieve the suffering of others, by helping them see a truth greater then themselves. In motivation and balance one sees that happiness is self success, currency is a byproduct of that, but nothing can settle your soul like the truth of self satisfaction.﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,60,357,4.966666667,0,0,,,,,0.5,0.2333333333,positive
2712,henryvarona25,UgzpyXuAB50ieB_M0m94AaABAg,"Too much cursing at the beginning, I can do with out that .﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,13,60,3.692307692,0,1,,,,,0.2,0.2,positive
2713,Isis Longtin,UgxssQgE_4WZBZpAt7N4AaABAg,"2,8k people lost themselves 👎﻿",1 year ago,howtoimproveyourself,vXHLTV0wx8M,5,30,5.2,0,0,,,,👎,0,0,neutral
2714,Dhanaji Balasaheb Patil,UgxVA6R4f_ji-8AeMpt4AaABAg,Thank you for this awsmm compilation !! Am not gonna lose this war !!﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,14,70,4.071428571,0,0,,,,,0,0,neutral
2715,Ingeborg Braas,UgwSsF4bpRbS5u5lUCJ4AaABAg,You Guys are Awesome. Finally got the wake-up call and I am freakin 47. I started to create my own Dream-Life.﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,21,111,4.333333333,0,2,,,,,0.5333333333,1,positive
2716,Austen Stokes,Ugz3d8bngajFsRHIgyR4AaABAg,What kind of cheap bullshit is this? You play a damn Les Brown speech for almost the entire video.﻿,1 year ago,howtoimproveyourself,vXHLTV0wx8M,19,99,4.263157895,0,0,,,,,0.3333333333,0.7416666667,positive
